store_id,campaign_id,campaign_name,product_code,base_price,promo_type,quantity_sold_before_promo,quantity_sold_after_promo,promo_price ,Total_revenue_before_promo,Total_revenue_after_promo 
STTRV-0,CAMP_DIW_01,Diwali,P09,110,50% OFF,33,43,55.00,3630,2365
STBLR-7,CAMP_DIW_01,Diwali,P08,1190,BOGOF,49,186,1190.00,58310,221340
STHYD-3,CAMP_DIW_01,Diwali,P11,190,50% OFF,80,124,95.00,15200,11780
STBLR-2,CAMP_DIW_01,Diwali,P07,300,BOGOF,56,196,300.00,16800,58800
STBLR-9,CAMP_SAN_01,Sankranti,P11,190,50% OFF,52,73,95.00,9880,6935
STBLR-0,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,85,350,1020.00,86700,357000
STCHE-6,CAMP_DIW_01,Diwali,P09,110,50% OFF,66,82,55.00,7260,4510
STCHE-7,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,42,186,1190.00,49980,221340
STMDU-0,CAMP_SAN_01,Sankranti,P13,350,BOGOF,90,371,350.00,31500,129850
STMDU-1,CAMP_SAN_01,Sankranti,P02,860,33% OFF,289,404,576.20,248540,232784.8
STCBE-4,CAMP_SAN_01,Sankranti,P12,62,50% OFF,37,53,31.00,2294,1643
STCHE-4,CAMP_SAN_01,Sankranti,P02,860,33% OFF,642,918,576.20,552120,528951.6
STMLR-1,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,211,614,2500.00,633000,1535000
STBLR-6,CAMP_DIW_01,Diwali,P10,65,50% OFF,103,160,32.50,6695,5200
STBLR-0,CAMP_DIW_01,Diwali,P09,110,50% OFF,78,104,55.00,8580,5720
STVSK-4,CAMP_SAN_01,Sankranti,P13,350,BOGOF,85,215,350.00,29750,75250
STCBE-4,CAMP_DIW_01,Diwali,P04,290,25% OFF,252,226,217.50,73080,49155
STMLR-2,CAMP_SAN_01,Sankranti,P13,350,BOGOF,70,281,350.00,24500,98350
STCBE-3,CAMP_DIW_01,Diwali,P01,172,33% OFF,241,404,115.24,41452,46556.96
STBLR-9,CAMP_DIW_01,Diwali,P11,190,50% OFF,75,98,95.00,14250,9310
STBLR-9,CAMP_DIW_01,Diwali,P04,290,25% OFF,311,304,217.50,90190,66120
STMLR-0,CAMP_DIW_01,Diwali,P04,290,25% OFF,175,150,217.50,50750,32625
STTRV-0,CAMP_SAN_01,Sankranti,P05,55,25% OFF,12,11,41.25,660,453.75
STVSK-0,CAMP_SAN_01,Sankranti,P07,300,BOGOF,24,92,300.00,7200,27600
STBLR-4,CAMP_DIW_01,Diwali,P07,300,BOGOF,70,243,300.00,21000,72900
STBLR-1,CAMP_SAN_01,Sankranti,P13,350,BOGOF,111,290,350.00,38850,101500
STCBE-2,CAMP_DIW_01,Diwali,P08,1190,BOGOF,33,129,1190.00,39270,153510
STCHE-2,CAMP_SAN_01,Sankranti,P06,415,25% OFF,25,22,311.25,10375,6847.5
STCBE-2,CAMP_SAN_01,Sankranti,P10,50,25% OFF,22,18,37.50,1100,675
STVJD-1,CAMP_SAN_01,Sankranti,P05,55,25% OFF,13,9,41.25,715,371.25
STMYS-1,CAMP_SAN_01,Sankranti,P13,350,BOGOF,129,540,350.00,45150,189000
STCHE-3,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,46,203,1190.00,54740,241570
STVSK-0,CAMP_DIW_01,Diwali,P11,190,50% OFF,49,76,95.00,9310,7220
STHYD-5,CAMP_SAN_01,Sankranti,P09,90,25% OFF,66,62,67.50,5940,4185
STBLR-4,CAMP_DIW_01,Diwali,P13,350,BOGOF,84,285,350.00,29400,99750
STCHE-7,CAMP_SAN_01,Sankranti,P12,62,50% OFF,67,95,31.00,4154,2945
STBLR-3,CAMP_SAN_01,Sankranti,P04,370,BOGOF,481,1890,370.00,177970,699300
STCHE-0,CAMP_SAN_01,Sankranti,P04,370,BOGOF,469,1861,370.00,173530,688570
STBLR-0,CAMP_SAN_01,Sankranti,P04,370,BOGOF,465,2064,370.00,172050,763680
STCHE-1,CAMP_SAN_01,Sankranti,P06,415,25% OFF,36,29,311.25,14940,9026.25
STBLR-6,CAMP_SAN_01,Sankranti,P12,62,50% OFF,54,83,31.00,3348,2573
STVJD-0,CAMP_DIW_01,Diwali,P08,1190,BOGOF,26,86,1190.00,30940,102340
STCHE-4,CAMP_DIW_01,Diwali,P08,1190,BOGOF,54,213,1190.00,64260,253470
STMLR-1,CAMP_SAN_01,Sankranti,P11,190,50% OFF,21,30,95.00,3990,2850
STMLR-1,CAMP_DIW_01,Diwali,P13,350,BOGOF,42,145,350.00,14700,50750
STCBE-4,CAMP_SAN_01,Sankranti,P13,350,BOGOF,75,200,350.00,26250,70000
STCHE-7,CAMP_DIW_01,Diwali,P04,290,25% OFF,348,334,217.50,100920,72645
STHYD-6,CAMP_DIW_01,Diwali,P11,190,50% OFF,57,71,95.00,10830,6745
STMYS-1,CAMP_DIW_01,Diwali,P01,172,33% OFF,334,591,115.24,57448,68106.84
STTRV-1,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,54,125,2500.00,162000,312500
STVSK-0,CAMP_DIW_01,Diwali,P09,110,50% OFF,50,76,55.00,5500,4180
STTRV-0,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,79,171,2500.00,237000,427500
STMDU-0,CAMP_SAN_01,Sankranti,P04,370,BOGOF,273,1201,370.00,101010,444370
STTRV-1,CAMP_DIW_01,Diwali,P13,350,BOGOF,36,122,350.00,12600,42700
STCHE-0,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,106,424,1020.00,108120,432480
STMDU-1,CAMP_SAN_01,Sankranti,P05,55,25% OFF,15,12,41.25,825,495
STCBE-1,CAMP_SAN_01,Sankranti,P05,55,25% OFF,25,18,41.25,1375,742.5
STBLR-7,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,416,1389,2500.00,1248000,3472500
STMDU-2,CAMP_SAN_01,Sankranti,P05,55,25% OFF,21,17,41.25,1155,701.25
STMYS-3,CAMP_SAN_01,Sankranti,P12,62,50% OFF,60,67,31.00,3720,2077
STCHE-0,CAMP_DIW_01,Diwali,P09,110,50% OFF,94,119,55.00,10340,6545
STBLR-9,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,111,429,1020.00,113220,437580
STHYD-5,CAMP_DIW_01,Diwali,P06,415,25% OFF,82,80,311.25,34030,24900
STCBE-4,CAMP_DIW_01,Diwali,P11,190,50% OFF,59,79,95.00,11210,7505
STTRV-0,CAMP_DIW_01,Diwali,P12,62,50% OFF,54,68,31.00,3348,2108
STHYD-1,CAMP_DIW_01,Diwali,P04,290,25% OFF,318,276,217.50,92220,60030
STVSK-3,CAMP_SAN_01,Sankranti,P09,90,25% OFF,39,31,67.50,3510,2092.5
STMLR-1,CAMP_DIW_01,Diwali,P12,62,50% OFF,71,90,31.00,4402,2790
STBLR-3,CAMP_SAN_01,Sankranti,P07,300,BOGOF,54,217,300.00,16200,65100
STMYS-3,CAMP_DIW_01,Diwali,P08,1190,BOGOF,29,115,1190.00,34510,136850
STMYS-2,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,105,276,1020.00,107100,281520
STTRV-0,CAMP_SAN_01,Sankranti,P10,50,25% OFF,18,16,37.50,900,600
STHYD-1,CAMP_DIW_01,Diwali,P05,55,25% OFF,110,96,41.25,6050,3960
STHYD-0,CAMP_DIW_01,Diwali,P11,190,50% OFF,68,104,95.00,12920,9880
STCBE-0,CAMP_SAN_01,Sankranti,P05,55,25% OFF,21,19,41.25,1155,783.75
STMLR-1,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,58,128,2500.00,174000,320000
STBLR-3,CAMP_DIW_01,Diwali,P09,110,50% OFF,66,85,55.00,7260,4675
STMYS-2,CAMP_SAN_01,Sankranti,P04,370,BOGOF,240,636,370.00,88800,235320
STHYD-0,CAMP_SAN_01,Sankranti,P01,172,33% OFF,250,382,115.24,43000,44021.68
STVJD-0,CAMP_SAN_01,Sankranti,P13,350,BOGOF,60,234,350.00,21000,81900
STMYS-0,CAMP_SAN_01,Sankranti,P07,300,BOGOF,46,120,300.00,13800,36000
STMYS-2,CAMP_DIW_01,Diwali,P11,190,50% OFF,70,93,95.00,13300,8835
STMLR-1,CAMP_SAN_01,Sankranti,P04,370,BOGOF,220,886,370.00,81400,327820
STTRV-1,CAMP_DIW_01,Diwali,P08,1190,BOGOF,28,92,1190.00,33320,109480
STBLR-1,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,369,1007,2500.00,1107000,2517500
STHYD-1,CAMP_DIW_01,Diwali,P07,300,BOGOF,59,176,300.00,17700,52800
STVSK-2,CAMP_DIW_01,Diwali,P12,62,50% OFF,80,124,31.00,4960,3844
STTRV-1,CAMP_DIW_01,Diwali,P11,190,50% OFF,33,43,95.00,6270,4085
STMDU-2,CAMP_SAN_01,Sankranti,P09,90,25% OFF,49,39,67.50,4410,2632.5
STMYS-3,CAMP_SAN_01,Sankranti,P06,415,25% OFF,28,23,311.25,11620,7158.75
STBLR-1,CAMP_DIW_01,Diwali,P03,156,25% OFF,385,369,117.00,60060,43173
STCHE-6,CAMP_SAN_01,Sankranti,P06,415,25% OFF,40,28,311.25,16600,8715
STMLR-0,CAMP_SAN_01,Sankranti,P02,860,33% OFF,243,332,576.20,208980,191298.4
STMLR-2,CAMP_DIW_01,Diwali,P05,55,25% OFF,47,40,41.25,2585,1650
STBLR-7,CAMP_DIW_01,Diwali,P11,190,50% OFF,84,131,95.00,15960,12445
STBLR-8,CAMP_DIW_01,Diwali,P07,300,BOGOF,63,221,300.00,18900,66300
STMDU-1,CAMP_DIW_01,Diwali,P03,156,25% OFF,281,244,117.00,43836,28548
STBLR-4,CAMP_SAN_01,Sankranti,P11,190,50% OFF,43,59,95.00,8170,5605
STCHE-0,CAMP_SAN_01,Sankranti,P01,172,33% OFF,237,341,115.24,40764,39296.84
STMDU-3,CAMP_SAN_01,Sankranti,P05,55,25% OFF,16,12,41.25,880,495
STCBE-1,CAMP_DIW_01,Diwali,P12,62,50% OFF,98,109,31.00,6076,3379
STTRV-1,CAMP_DIW_01,Diwali,P04,290,25% OFF,169,160,217.50,49010,34800
STMYS-2,CAMP_SAN_01,Sankranti,P12,62,50% OFF,61,87,31.00,3782,2697
STCBE-0,CAMP_DIW_01,Diwali,P11,190,50% OFF,36,56,95.00,6840,5320
STVSK-2,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,64,250,1020.00,65280,255000
STBLR-8,CAMP_DIW_01,Diwali,P04,290,25% OFF,323,251,217.50,93670,54592.5
STMYS-2,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,118,208,2500.00,354000,520000
STVSK-3,CAMP_DIW_01,Diwali,P04,290,25% OFF,236,210,217.50,68440,45675
STCHE-4,CAMP_DIW_01,Diwali,P12,62,50% OFF,126,168,31.00,7812,5208
STCBE-2,CAMP_DIW_01,Diwali,P07,300,BOGOF,42,166,300.00,12600,49800
STCHE-0,CAMP_DIW_01,Diwali,P03,156,25% OFF,323,293,117.00,50388,34281
STVJD-0,CAMP_DIW_01,Diwali,P11,190,50% OFF,42,55,95.00,7980,5225
STCHE-0,CAMP_SAN_01,Sankranti,P13,350,BOGOF,117,457,350.00,40950,159950
STCHE-7,CAMP_DIW_01,Diwali,P14,1020,BOGOF,50,202,1020.00,51000,206040
STVSK-3,CAMP_DIW_01,Diwali,P09,110,50% OFF,50,58,55.00,5500,3190
STCHE-7,CAMP_SAN_01,Sankranti,P05,55,25% OFF,28,26,41.25,1540,1072.5
STVJD-1,CAMP_SAN_01,Sankranti,P13,350,BOGOF,73,286,350.00,25550,100100
STBLR-8,CAMP_DIW_01,Diwali,P14,1020,BOGOF,52,178,1020.00,53040,181560
STBLR-7,CAMP_SAN_01,Sankranti,P05,55,25% OFF,24,20,41.25,1320,825
STVSK-0,CAMP_DIW_01,Diwali,P02,860,33% OFF,301,526,576.20,258860,303081.2
STHYD-6,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,100,396,1020.00,102000,403920
STMYS-3,CAMP_DIW_01,Diwali,P05,55,25% OFF,94,84,41.25,5170,3465
STBLR-0,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,37,156,1190.00,44030,185640
STBLR-5,CAMP_SAN_01,Sankranti,P06,415,25% OFF,34,27,311.25,14110,8403.75
STHYD-2,CAMP_DIW_01,Diwali,P01,172,33% OFF,281,435,115.24,48332,50129.4
STHYD-0,CAMP_DIW_01,Diwali,P01,172,33% OFF,316,521,115.24,54352,60040.04
STBLR-2,CAMP_DIW_01,Diwali,P03,156,25% OFF,378,343,117.00,58968,40131
STBLR-3,CAMP_DIW_01,Diwali,P02,860,33% OFF,381,563,576.20,327660,324400.6
STCHE-4,CAMP_SAN_01,Sankranti,P06,415,25% OFF,27,22,311.25,11205,6847.5
STBLR-5,CAMP_SAN_01,Sankranti,P05,55,25% OFF,25,21,41.25,1375,866.25
STMDU-3,CAMP_DIW_01,Diwali,P12,62,50% OFF,87,93,31.00,5394,2883
STCHE-0,CAMP_SAN_01,Sankranti,P06,415,25% OFF,31,26,311.25,12865,8092.5
STCHE-2,CAMP_SAN_01,Sankranti,P12,62,50% OFF,67,74,31.00,4154,2294
STVSK-1,CAMP_DIW_01,Diwali,P11,190,50% OFF,43,58,95.00,8170,5510
STBLR-5,CAMP_DIW_01,Diwali,P12,62,50% OFF,141,179,31.00,8742,5549
STMYS-3,CAMP_DIW_01,Diwali,P02,860,33% OFF,322,386,576.20,276920,222413.2
STCHE-2,CAMP_DIW_01,Diwali,P09,110,50% OFF,85,90,55.00,9350,4950
STVSK-4,CAMP_SAN_01,Sankranti,P06,415,25% OFF,22,15,311.25,9130,4668.75
STMDU-0,CAMP_DIW_01,Diwali,P13,350,BOGOF,61,237,350.00,21350,82950
STBLR-9,CAMP_SAN_01,Sankranti,P03,200,BOGOF,309,1226,200.00,61800,245200
STVSK-3,CAMP_DIW_01,Diwali,P12,62,50% OFF,105,115,31.00,6510,3565
STCHE-3,CAMP_DIW_01,Diwali,P08,1190,BOGOF,47,186,1190.00,55930,221340
STCHE-7,CAMP_SAN_01,Sankranti,P10,50,25% OFF,30,28,37.50,1500,1050
STCBE-2,CAMP_SAN_01,Sankranti,P07,300,BOGOF,30,123,300.00,9000,36900
STMDU-1,CAMP_DIW_01,Diwali,P13,350,BOGOF,47,163,350.00,16450,57050
STMDU-2,CAMP_DIW_01,Diwali,P02,860,33% OFF,301,385,576.20,258860,221837
STHYD-0,CAMP_SAN_01,Sankranti,P09,90,25% OFF,54,44,67.50,4860,2970
STBLR-9,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,118,251,2500.00,354000,627500
STVSK-0,CAMP_SAN_01,Sankranti,P01,172,33% OFF,211,322,115.24,36292,37107.28
STMDU-2,CAMP_DIW_01,Diwali,P09,110,50% OFF,47,54,55.00,5170,2970
STMLR-0,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,54,89,2500.00,162000,222500
STBLR-9,CAMP_SAN_01,Sankranti,P06,415,25% OFF,43,40,311.25,17845,12450
STCHE-1,CAMP_DIW_01,Diwali,P12,62,50% OFF,108,124,31.00,6696,3844
STHYD-3,CAMP_SAN_01,Sankranti,P01,172,33% OFF,312,483,115.24,53664,55660.92
STMDU-2,CAMP_DIW_01,Diwali,P13,350,BOGOF,45,148,350.00,15750,51800
STCBE-3,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,243,724,2500.00,729000,1810000
STBLR-4,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,109,249,2500.00,327000,622500
STCHE-3,CAMP_SAN_01,Sankranti,P03,200,BOGOF,384,1678,200.00,76800,335600
STCHE-0,CAMP_SAN_01,Sankranti,P02,860,33% OFF,424,580,576.20,364640,334196
STBLR-8,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,126,278,2500.00,378000,695000
STBLR-0,CAMP_SAN_01,Sankranti,P13,350,BOGOF,129,528,350.00,45150,184800
STCBE-4,CAMP_SAN_01,Sankranti,P09,90,25% OFF,46,38,67.50,4140,2565
STCHE-7,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,393,1375,2500.00,1179000,3437500
STHYD-1,CAMP_SAN_01,Sankranti,P11,190,50% OFF,37,41,95.00,7030,3895
STMYS-0,CAMP_DIW_01,Diwali,P13,350,BOGOF,56,168,350.00,19600,58800
STHYD-2,CAMP_DIW_01,Diwali,P07,300,BOGOF,64,211,300.00,19200,63300
STCBE-2,CAMP_SAN_01,Sankranti,P01,172,33% OFF,196,307,115.24,33712,35378.68
STCBE-0,CAMP_SAN_01,Sankranti,P02,860,33% OFF,399,586,576.20,343140,337653.2
STVJD-0,CAMP_SAN_01,Sankranti,P10,50,25% OFF,18,16,37.50,900,600
STCBE-4,CAMP_SAN_01,Sankranti,P02,860,33% OFF,396,558,576.20,340560,321519.6
STCHE-0,CAMP_DIW_01,Diwali,P10,65,50% OFF,126,167,32.50,8190,5427.5
STBLR-1,CAMP_SAN_01,Sankranti,P10,50,25% OFF,28,24,37.50,1400,900
STTRV-1,CAMP_SAN_01,Sankranti,P10,50,25% OFF,15,14,37.50,750,525
STCHE-5,CAMP_DIW_01,Diwali,P11,190,50% OFF,78,92,95.00,14820,8740
STMDU-1,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,63,244,1020.00,64260,248880
STBLR-2,CAMP_SAN_01,Sankranti,P03,200,BOGOF,307,1200,200.00,61400,240000
STVSK-1,CAMP_SAN_01,Sankranti,P07,300,BOGOF,27,107,300.00,8100,32100
STMYS-3,CAMP_DIW_01,Diwali,P03,156,25% OFF,378,332,117.00,58968,38844
STBLR-0,CAMP_DIW_01,Diwali,P05,55,25% OFF,133,114,41.25,7315,4702.5
STCHE-7,CAMP_DIW_01,Diwali,P01,172,33% OFF,346,505,115.24,59512,58196.2
STCHE-0,CAMP_DIW_01,Diwali,P13,350,BOGOF,61,203,350.00,21350,71050
STHYD-4,CAMP_SAN_01,Sankranti,P07,300,BOGOF,58,225,300.00,17400,67500
STCHE-5,CAMP_DIW_01,Diwali,P01,172,33% OFF,334,424,115.24,57448,48861.76
STCHE-2,CAMP_SAN_01,Sankranti,P13,350,BOGOF,105,423,350.00,36750,148050
STCHE-0,CAMP_DIW_01,Diwali,P12,62,50% OFF,115,154,31.00,7130,4774
STMDU-2,CAMP_SAN_01,Sankranti,P13,350,BOGOF,96,377,350.00,33600,131950
STCHE-2,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,117,251,2500.00,351000,627500
STCBE-1,CAMP_DIW_01,Diwali,P02,860,33% OFF,244,312,576.20,209840,179774.4
STVJD-1,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,224,685,2500.00,672000,1712500
STVJD-0,CAMP_SAN_01,Sankranti,P05,55,25% OFF,16,14,41.25,880,577.5
STBLR-7,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,124,514,1020.00,126480,524280
STTRV-1,CAMP_SAN_01,Sankranti,P02,860,33% OFF,231,314,576.20,198660,180926.8
STBLR-2,CAMP_SAN_01,Sankranti,P01,172,33% OFF,304,428,115.24,52288,49322.72
STMLR-1,CAMP_DIW_01,Diwali,P02,860,33% OFF,166,252,576.20,142760,145202.4
STHYD-5,CAMP_SAN_01,Sankranti,P01,172,33% OFF,336,467,115.24,57792,53817.08
STCHE-4,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,111,473,1020.00,113220,482460
STHYD-1,CAMP_DIW_01,Diwali,P13,350,BOGOF,91,281,350.00,31850,98350
STMYS-0,CAMP_DIW_01,Diwali,P02,860,33% OFF,465,674,576.20,399900,388358.8
STCHE-1,CAMP_SAN_01,Sankranti,P02,860,33% OFF,468,599,576.20,402480,345143.8
STCHE-3,CAMP_SAN_01,Sankranti,P01,172,33% OFF,310,421,115.24,53320,48516.04
STMYS-0,CAMP_DIW_01,Diwali,P05,55,25% OFF,73,65,41.25,4015,2681.25
STCHE-7,CAMP_SAN_01,Sankranti,P13,350,BOGOF,106,454,350.00,37100,158900
STBLR-2,CAMP_DIW_01,Diwali,P02,860,33% OFF,390,585,576.20,335400,337077
STCBE-2,CAMP_SAN_01,Sankranti,P09,90,25% OFF,42,34,67.50,3780,2295
STBLR-6,CAMP_SAN_01,Sankranti,P06,415,25% OFF,33,28,311.25,13695,8715
STMYS-2,CAMP_DIW_01,Diwali,P07,300,BOGOF,73,215,300.00,21900,64500
STVSK-1,CAMP_SAN_01,Sankranti,P05,55,25% OFF,19,14,41.25,1045,577.5
STBLR-3,CAMP_SAN_01,Sankranti,P11,190,50% OFF,43,62,95.00,8170,5890
STHYD-3,CAMP_SAN_01,Sankranti,P09,90,25% OFF,49,37,67.50,4410,2497.5
STTRV-1,CAMP_DIW_01,Diwali,P14,1020,BOGOF,19,66,1020.00,19380,67320
STCHE-6,CAMP_DIW_01,Diwali,P04,290,25% OFF,346,269,217.50,100340,58507.5
STMDU-0,CAMP_SAN_01,Sankranti,P05,55,25% OFF,15,12,41.25,825,495
STMDU-3,CAMP_DIW_01,Diwali,P11,190,50% OFF,66,71,95.00,12540,6745
STMDU-1,CAMP_SAN_01,Sankranti,P13,350,BOGOF,73,287,350.00,25550,100450
STBLR-9,CAMP_SAN_01,Sankranti,P04,370,BOGOF,387,1509,370.00,143190,558330
STBLR-3,CAMP_DIW_01,Diwali,P10,65,50% OFF,108,145,32.50,7020,4712.5
STVSK-4,CAMP_DIW_01,Diwali,P10,65,50% OFF,80,109,32.50,5200,3542.5
STBLR-6,CAMP_SAN_01,Sankranti,P09,90,25% OFF,63,51,67.50,5670,3442.5
STCBE-3,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,75,297,1020.00,76500,302940
STVSK-1,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,88,186,2500.00,264000,465000
STVSK-3,CAMP_DIW_01,Diwali,P11,190,50% OFF,52,57,95.00,9880,5415
STVJD-1,CAMP_DIW_01,Diwali,P07,300,BOGOF,33,109,300.00,9900,32700
STBLR-9,CAMP_SAN_01,Sankranti,P13,350,BOGOF,114,457,350.00,39900,159950
STCHE-2,CAMP_DIW_01,Diwali,P10,65,50% OFF,124,135,32.50,8060,4387.5
STMYS-0,CAMP_SAN_01,Sankranti,P11,190,50% OFF,46,63,95.00,8740,5985
STMLR-0,CAMP_SAN_01,Sankranti,P09,90,25% OFF,34,28,67.50,3060,1890
STVJD-0,CAMP_SAN_01,Sankranti,P01,172,33% OFF,186,252,115.24,31992,29040.48
STCHE-3,CAMP_SAN_01,Sankranti,P07,300,BOGOF,37,155,300.00,11100,46500
STMDU-2,CAMP_DIW_01,Diwali,P08,1190,BOGOF,40,133,1190.00,47600,158270
STBLR-3,CAMP_DIW_01,Diwali,P11,190,50% OFF,71,90,95.00,13490,8550
STMYS-3,CAMP_DIW_01,Diwali,P11,190,50% OFF,71,76,95.00,13490,7220
STBLR-4,CAMP_DIW_01,Diwali,P12,62,50% OFF,141,180,31.00,8742,5580
STBLR-3,CAMP_DIW_01,Diwali,P13,350,BOGOF,87,298,350.00,30450,104300
STBLR-2,CAMP_SAN_01,Sankranti,P10,50,25% OFF,37,31,37.50,1850,1162.5
STHYD-3,CAMP_DIW_01,Diwali,P14,1020,BOGOF,38,119,1020.00,38760,121380
STMYS-2,CAMP_DIW_01,Diwali,P01,172,33% OFF,295,454,115.24,50740,52318.96
STCHE-2,CAMP_DIW_01,Diwali,P03,156,25% OFF,355,347,117.00,55380,40599
STCHE-7,CAMP_DIW_01,Diwali,P12,62,50% OFF,171,222,31.00,10602,6882
STCHE-4,CAMP_DIW_01,Diwali,P14,1020,BOGOF,56,224,1020.00,57120,228480
STVSK-1,CAMP_SAN_01,Sankranti,P13,350,BOGOF,124,500,350.00,43400,175000
STCHE-5,CAMP_DIW_01,Diwali,P14,1020,BOGOF,54,184,1020.00,55080,187680
STVSK-0,CAMP_DIW_01,Diwali,P14,1020,BOGOF,29,97,1020.00,29580,98940
STHYD-2,CAMP_SAN_01,Sankranti,P11,190,50% OFF,45,62,95.00,8550,5890
STCBE-0,CAMP_DIW_01,Diwali,P10,65,50% OFF,80,124,32.50,5200,4030
STCHE-1,CAMP_SAN_01,Sankranti,P07,300,BOGOF,31,79,300.00,9300,23700
STVJD-0,CAMP_SAN_01,Sankranti,P02,860,33% OFF,298,420,576.20,256280,242004
STHYD-0,CAMP_DIW_01,Diwali,P10,65,50% OFF,112,170,32.50,7280,5525
STHYD-2,CAMP_SAN_01,Sankranti,P04,370,BOGOF,415,1672,370.00,153550,618640
STVSK-2,CAMP_SAN_01,Sankranti,P12,62,50% OFF,28,43,31.00,1736,1333
STBLR-6,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,69,303,1190.00,82110,360570
STBLR-2,CAMP_SAN_01,Sankranti,P06,415,25% OFF,40,33,311.25,16600,10271.25
STVSK-1,CAMP_DIW_01,Diwali,P14,1020,BOGOF,26,91,1020.00,26520,92820
STBLR-7,CAMP_DIW_01,Diwali,P01,172,33% OFF,341,606,115.24,58652,69835.44
STVSK-3,CAMP_DIW_01,Diwali,P08,1190,BOGOF,45,138,1190.00,53550,164220
STBLR-2,CAMP_DIW_01,Diwali,P13,350,BOGOF,78,274,350.00,27300,95900
STVSK-4,CAMP_DIW_01,Diwali,P03,156,25% OFF,301,237,117.00,46956,27729
STMYS-0,CAMP_SAN_01,Sankranti,P10,50,25% OFF,30,24,37.50,1500,900
STCBE-2,CAMP_SAN_01,Sankranti,P03,200,BOGOF,304,1340,200.00,60800,268000
STHYD-1,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,362,959,2500.00,1086000,2397500
STVJD-1,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,61,243,1020.00,62220,247860
STCBE-4,CAMP_DIW_01,Diwali,P09,110,50% OFF,54,68,55.00,5940,3740
STBLR-2,CAMP_DIW_01,Diwali,P08,1190,BOGOF,40,135,1190.00,47600,160650
STCHE-2,CAMP_DIW_01,Diwali,P01,172,33% OFF,320,416,115.24,55040,47939.84
STMYS-3,CAMP_SAN_01,Sankranti,P13,350,BOGOF,124,527,350.00,43400,184450
STVSK-1,CAMP_SAN_01,Sankranti,P03,200,BOGOF,322,1291,200.00,64400,258200
STBLR-0,CAMP_DIW_01,Diwali,P12,62,50% OFF,147,198,31.00,9114,6138
STCHE-3,CAMP_SAN_01,Sankranti,P09,90,25% OFF,60,49,67.50,5400,3307.5
STHYD-0,CAMP_DIW_01,Diwali,P04,290,25% OFF,367,330,217.50,106430,71775
STCBE-0,CAMP_SAN_01,Sankranti,P12,62,50% OFF,39,61,31.00,2418,1891
STMDU-0,CAMP_DIW_01,Diwali,P12,62,50% OFF,103,131,31.00,6386,4061
STCHE-0,CAMP_SAN_01,Sankranti,P11,190,50% OFF,49,71,95.00,9310,6745
STMDU-1,CAMP_SAN_01,Sankranti,P09,90,25% OFF,45,36,67.50,4050,2430
STMLR-1,CAMP_SAN_01,Sankranti,P09,90,25% OFF,28,22,67.50,2520,1485
STTRV-0,CAMP_SAN_01,Sankranti,P11,190,50% OFF,22,30,95.00,4180,2850
STHYD-5,CAMP_DIW_01,Diwali,P08,1190,BOGOF,43,147,1190.00,51170,174930
STCBE-2,CAMP_DIW_01,Diwali,P09,110,50% OFF,50,80,55.00,5500,4400
STBLR-6,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,390,1318,2500.00,1170000,3295000
STMDU-3,CAMP_SAN_01,Sankranti,P10,50,25% OFF,25,20,37.50,1250,750
STBLR-4,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,407,1245,2500.00,1221000,3112500
STHYD-6,CAMP_SAN_01,Sankranti,P12,62,50% OFF,67,93,31.00,4154,2883
STMYS-0,CAMP_SAN_01,Sankranti,P09,90,25% OFF,67,56,67.50,6030,3780
